,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,target_actual,fp
4080,4080,CHEMBL511444,1.94,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CC[C@H](NC(=O)c3cccc4ccccc34)[C@@H]12)C(C)(C)C,1,1,[0 1 0 ... 0 0 1]
425,425,CHEMBL452530,1.2,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(OCCN3CCCCC3)cc2,1,1,[0 0 1 ... 0 0 0]
579,579,CHEMBL549344,1.24,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(=O)(=O)C,1,1,[0 0 0 ... 0 0 0]
3262,3262,CHEMBL1807852,1.66,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CC5CC5C4)nc23,1,1,[0 0 0 ... 0 0 0]
2047,2047,CHEMBL360425,2.06,CS(=O)(=O)Nc1cccc(NC(=O)CN2CCN([C@H](Cc3ccccc3)C2)C(=O)C[C@H](N)Cc4ccc(F)c(F)c4)c1,1,1,[0 1 0 ... 0 0 0]
3599,3599,CHEMBL91023,3.93,CC(C)(C)C(=O)NCc1ccc(NC(=O)N2CCCC(O)(C2)c3ccc(Cl)c(Cl)c3)cc1,1,1,[0 0 0 ... 0 0 0]
3565,3565,CHEMBL2326476,2.66,Nc1nc2cc3CCN(Cc4ccccc4)CCc3cc2s1,1,1,[0 0 0 ... 0 0 0]
3598,3598,CHEMBL606052,2.99,O=C1Nc2cc(ccc2C1c3ncnc4cc(OCCCN5CCOCC5)ccc34)C#N,1,1,[0 0 0 ... 0 0 0]
2472,2472,CHEMBL1631468,1.86,CCCNC(=O)c1nnc2c(cccc2c1N)c3ncccn3,1,1,[0 0 0 ... 0 0 0]
600,600,CHEMBL2171014,2.0,CN(C)c1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(C)c4Cl,1,1,[0 0 0 ... 0 0 0]
1422,1422,CHEMBL1645493,1.01,CNC(=O)c1ccc2C(=O)C=C(Nc2c1)c3cccnc3,1,1,[0 0 0 ... 0 0 0]
2118,2118,CHEMBL2028019,3.6,CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1,1,1,[0 0 0 ... 0 0 0]
3391,3391,CHEMBL2035021,2.8,NC1(CCC1)c2ccc(cc2)c3nc4ccccn4c3c5ccccc5,1,1,[0 0 0 ... 0 0 0]
3009,3009,CHEMBL563886,2.6,CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,1,1,[0 1 0 ... 0 0 0]
1038,1038,CHEMBL1824606,3.85,Fc1ccccc1COc2cc(OCCCN3CCCC3)ccc2C(=O)Nc4ccccc4,1,1,[0 0 0 ... 0 0 0]
783,783,CHEMBL259515,1.13,CN1SC(=NC1=O)NC(=O)c2ccccc2,1,1,[0 0 0 ... 0 0 0]
1268,1268,CHEMBL98350,2.9,O=C1C=C(Oc2c1cccc2c3ccccc3)N4CCOCC4,1,1,[0 0 0 ... 0 0 0]
3960,3960,CHEMBL1778634,-1.17,CN(c1ccc(c(Cl)c1)c2cc(F)ccc2OCC(=O)O)S(=O)(=O)C,0,0,[0 0 0 ... 0 0 0]
2762,2762,CHEMBL460087,1.22,CN[C@H]1CCN(C1)C(=O)c2ccc(Nc3nccc(n3)c4cnc(C)n4C(C)C)cc2,1,1,[0 1 0 ... 0 0 0]
3005,3005,CHEMBL2035026,2.0,CCn1cnc2cnc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)c12,1,1,[0 0 0 ... 0 0 0]
1581,1581,CHEMBL457,0.72,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,1,1,[0 0 0 ... 0 0 0]
778,778,CHEMBL1287891,0.77,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccncc4,1,1,[0 0 0 ... 0 0 0]
984,984,CHEMBL1950721,1.49,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCN(Cc3ccccc3)C2,1,1,[0 1 1 ... 0 0 0]
2525,2525,CHEMBL189181,4.28,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1,1,1,[0 0 0 ... 0 0 0]
3687,3687,CHEMBL1720835,2.9,c1ccc(cc1)c2cn3ccccc3n2,1,1,[0 0 0 ... 0 0 0]
1974,1974,CHEMBL290119,3.12,CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cccc3ccccc23,1,1,[0 1 0 ... 0 0 0]
745,745,CHEMBL1978713,3.85,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,1,1,[0 0 0 ... 0 0 0]
2878,2878,CHEMBL1775179,3.0,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc3c2cnn3c4ccc(cc4F)S(=O)(=O)C,1,1,[0 1 0 ... 0 0 0]
2070,2070,CHEMBL32363,1.06,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,1,1,[0 1 0 ... 0 0 0]
2448,2448,CHEMBL110147,1.84,Oc1ccc(CCNCCCS(=O)(=O)NCCOCCSc2ccccc2)c3sc(O)nc13,1,1,[0 0 0 ... 0 1 0]
2424,2424,CHEMBL661,1.98,Cc1nnc2CN=C(c3ccccc3)c4cc(Cl)ccc4n12,1,1,[0 0 0 ... 0 0 0]
1171,1171,CHEMBL1084546,2.63,CN(c1ncccc1CNc2nc(Nc3ccc4NC(=O)Cc4c3)ncc2C(F)(F)F)S(=O)(=O)C,1,1,[0 0 0 ... 0 0 0]
1853,1853,CHEMBL2012856,3.26,NC1=CC2=NNC(=O)N2c3cc(ccc13)c4cccs4,1,1,[0 0 0 ... 0 0 0]
1299,1299,CHEMBL1752,-1.25,CN1C(=O)N(C)c2ncn(CC(O)CO)c2C1=O,0,0,[1 1 0 ... 0 0 0]
3641,3641,CHEMBL317378,2.1,CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CCC#N)c3cc(Cl)ccc3Cl)cc1,1,1,[0 1 0 ... 0 0 0]
847,847,CHEMBL369684,1.26,C[Si](C)(C)C#Cc1cn(C[C@H]2CN(C(=O)O2)c3ccc(C4=CCS(=O)(=O)CC4)c(F)c3)nn1,1,1,[0 0 0 ... 0 0 0]
3957,3957,CHEMBL2332936,2.1,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(F)ccc4O3,1,1,[0 1 0 ... 0 0 0]
1770,1770,CHEMBL1442864,2.9,CC1=CC(=O)Oc2c3CCCNc3c(C)cc12,1,1,[0 0 0 ... 0 0 0]
4041,4041,CHEMBL1008,3.66,CC(C)COCC(CN(Cc1ccccc1)c2ccccc2)N3CCCC3,1,1,[0 1 0 ... 0 0 0]
1571,1571,CHEMBL1630140,2.6,CCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Nc34)N5CCOCC5)c6sc7ccccc7c26)CC1,1,1,[0 0 0 ... 0 0 0]
1451,1451,CHEMBL1689123,0.44,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
1762,1762,CHEMBL1094168,3.88,CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,1,1,[0 1 0 ... 0 0 0]
82,82,CHEMBL131921,3.5,COc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,1,1,[0 0 0 ... 0 0 0]
1370,1370,CHEMBL2177157,2.66,CN1CCN(CC1)S(=O)(=O)c2ccc(cc2F)c3cnc(N)c(n3)C(=O)Nc4cccnc4,1,1,[0 0 0 ... 0 0 0]
746,746,CHEMBL424378,1.9,CCCc1c(O)c(ccc1OCc2cccc(NC(=O)c3ccccc3C(=O)O)c2)C(=O)C,1,1,[0 0 0 ... 0 0 0]
805,805,CHEMBL495383,3.83,OCCc1cccc(NC(=O)c2cc3cc(Cl)ccc3[nH]2)c1,1,1,[0 0 0 ... 0 0 0]
1590,1590,CHEMBL481231,1.2,COc1cc2c(Nc3ccc(F)c(Cl)c3)c(cnc2cc1OCCCN4CCN(C)CC4)C(=O)N,1,1,[0 0 0 ... 0 0 0]
995,995,CHEMBL2086684,3.33,C[C@@H]1CN(CCN1c2ncc(OCc3ccncc3C#N)cn2)C(=O)OC(C)(C)C,1,1,[0 0 0 ... 0 0 0]
2415,2415,CHEMBL2325696,2.8,C[C@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,1,1,[0 0 1 ... 0 0 0]
141,141,CHEMBL1362558,0.87,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2,1,1,[0 0 0 ... 0 0 0]
1458,1458,CHEMBL101892,-0.87,NC(=O)c1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c3ncnc(N)c13,0,0,[0 0 0 ... 0 0 0]
862,862,CHEMBL2335904,3.2,C[C@@H](NC1=CC(=O)CC1)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,1,1,[0 1 0 ... 0 0 0]
3676,3676,CHEMBL1762538,3.3,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCCOCC4)n1)c5cc(CO)ccc5C,1,1,[0 0 0 ... 0 0 0]
1318,1318,CHEMBL2030442,1.7,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4,1,1,[0 0 1 ... 0 0 0]
1815,1815,CHEMBL521262,3.41,COc1cc2c(Nc3cccc(Cl)c3Cl)c(cnc2cc1NCCN(C)C)C(=O)N,1,1,[0 0 0 ... 0 0 0]
3210,3210,CHEMBL509406,2.41,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F,1,1,[0 1 0 ... 0 0 0]
3882,3882,CHEMBL455468,1.87,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)n2,1,1,[0 1 0 ... 0 0 0]
507,507,CHEMBL2104196,1.7,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,1,1,[0 0 0 ... 0 0 0]
3223,3223,CHEMBL2086478,2.25,Cc1ccc(NC(=O)C=C)cc1,1,1,[0 0 0 ... 0 0 0]
2470,2470,CHEMBL376291,3.1,Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1,1,1,[0 0 0 ... 0 0 0]
3838,3838,CHEMBL602365,-0.49,Cc1nc(NC(=N)N)nc2ccccc12,0,0,[0 0 0 ... 0 0 0]
1726,1726,CHEMBL462385,2.26,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)NCCN(C)C)c(F)c3)ncc2F,1,1,[0 1 0 ... 0 0 0]
1196,1196,CHEMBL281066,2.7,CCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,1,1,[0 1 0 ... 0 0 0]
1199,1199,CHEMBL1809196,3.7,COc1cc(ccc1Nc2ncc(c(n2)c3cnc4ccccn34)C(F)(F)F)N5CCN(CC5)C(=O)C,1,1,[0 0 0 ... 0 0 0]
121,121,CHEMBL181502,3.2,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,1,1,[0 1 0 ... 0 0 0]
2821,2821,CHEMBL2086652,2.8,CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)nn2,1,1,[0 0 0 ... 0 0 0]
2522,2522,CHEMBL228761,2.21,O=C1C2CCC(N2)C(=O)N1Cc3ccccc3,1,1,[0 0 0 ... 0 0 0]
2450,2450,CHEMBL469727,1.98,COCc1ccoc1C(=O)N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)c3ccc(OC)cc3OC,1,1,[0 1 0 ... 0 0 0]
3753,3753,CHEMBL450643,0.89,c1cnc2cccnc2c1,1,1,[0 0 0 ... 0 0 0]
2252,2252,CHEMBL1288102,1.97,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4F,1,1,[0 0 0 ... 0 0 0]
3670,3670,CHEMBL1944690,1.63,O[C@@H](CNCCc1cccc(CNCCc2ccccc2Cl)c1)c3ccc(O)c4NC(=O)Sc34,1,1,[0 1 0 ... 0 0 0]
206,206,CHEMBL109396,1.17,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)N)C(=O)C(F)(F)F,1,1,[0 1 0 ... 0 0 0]
1955,1955,CHEMBL1542,0.19,Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],1,1,[0 0 0 ... 0 0 0]
2074,2074,CHEMBL394859,2.41,Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@@H]5CCCN5)c(Cl)c1,1,1,[0 0 0 ... 0 0 0]
3138,3138,CHEMBL2036732,3.3,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4cccc(OCc5cccnc5)c4)nn3,1,1,[0 0 0 ... 0 0 0]
1324,1324,CHEMBL247366,2.3,Fc1ccc2cn[nH]c2c1,1,1,[0 0 0 ... 0 0 0]
3509,3509,CHEMBL2163590,3.1,CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,1,[0 0 1 ... 0 0 0]
3724,3724,CHEMBL2346969,3.6,Fc1cccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)c1F,1,1,[0 0 0 ... 0 0 0]
1905,1905,CHEMBL289832,0.21,Oc1nc2cc(Cl)c(Cl)c(c2nc1O)[N+](=O)[O-],1,1,[0 0 0 ... 0 0 0]
3352,3352,CHEMBL1917456,-0.98,Cc1c(Oc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,0,0,[0 0 0 ... 0 0 0]
269,269,CHEMBL2147033,3.32,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cnccc5c4)CN1C6CC6,1,1,[0 0 0 ... 0 0 0]
972,972,CHEMBL499520,3.19,Fc1cnc(NC(=O)[C@H](CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,1,1,[0 1 0 ... 0 0 0]
3013,3013,CHEMBL1683037,2.57,COc1cc2nnc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4,1,1,[0 0 0 ... 0 0 0]
1355,1355,CHEMBL287200,2.8,CN1CCc2c(NC(=O)Cc3ccccc3)c4ccccc4nc12,1,1,[0 0 0 ... 0 0 0]
850,850,CHEMBL1916082,0.79,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1,1,[0 1 0 ... 0 0 0]
1462,1462,CHEMBL515001,3.01,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCOCC4)ncc2F,1,1,[0 1 0 ... 0 0 0]
135,135,CHEMBL2178950,0.22,Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,1,1,[0 0 0 ... 0 0 0]
2509,2509,CHEMBL502684,0.2,C(Oc1ccccc1)C2CNCCO2,1,1,[0 0 0 ... 0 0 0]
1424,1424,CHEMBL256117,2.82,Nc1ccccc1NC(=O)c2ccc(cc2)c3ncc(CN4CCCCC4)s3,1,1,[1 0 1 ... 0 0 0]
849,849,CHEMBL2177155,3.25,CN1CCN(CC1)S(=O)(=O)c2ccc(c3cnc(N)c(n3)C(=O)Nc4cccnc4)c(c2)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
3723,3723,CHEMBL2325697,2.7,C[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,1,1,[0 0 1 ... 0 0 0]
820,820,CHEMBL73151,2.73,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,1,1,[0 0 0 ... 0 0 0]
886,886,CHEMBL1778627,-0.81,CN(c1ccc(cc1)c2cc(ccc2OCC(=O)O)C(F)(F)F)S(=O)(=O)C,0,0,[0 0 0 ... 0 0 0]
2462,2462,CHEMBL23,1.99,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,1,1,[0 0 0 ... 0 0 0]
414,414,CHEMBL575492,3.37,COc1ccccc1Nc2cc(Oc3cc(C)c(C)nc3c4ccccn4)ccn2,1,1,[0 0 0 ... 0 0 0]
1699,1699,CHEMBL182279,3.9,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)C#N,1,1,[0 1 0 ... 0 0 0]
3276,3276,CHEMBL2179271,0.22,CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,1,1,[0 1 0 ... 0 0 0]
2204,2204,CHEMBL1716201,4.15,Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(n1)c3ccccc3,1,1,[0 0 0 ... 0 0 0]
743,743,CHEMBL1700458,1.17,COc1ccc(C=C2SC(=O)NC2=O)cc1OC,1,1,[0 0 0 ... 0 0 0]
476,476,CHEMBL1430943,3.44,CCCS(=O)(=O)N1CCCC(C1)C(=O)N2CCC(Cc3ccccc3)CC2,1,1,[0 0 0 ... 0 0 0]
2285,2285,CHEMBL423026,2.47,CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c3ccccc3)C(=O)O)cc1)c4oc5ccccc5n4,1,1,[0 1 0 ... 0 0 0]
456,456,CHEMBL1364,-0.58,Cc1ncc(CO)c(CO)c1O,0,0,[0 0 0 ... 0 0 0]
1828,1828,CHEMBL1778645,-0.65,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(Cl)ccc2OCC(=O)O,0,0,[0 0 0 ... 0 0 0]
762,762,CHEMBL1682967,2.75,CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2cc(CN(C)C)ccc12)c3ccccc3)c4ccccc4,1,1,[0 1 0 ... 0 0 0]
988,988,CHEMBL488084,2.39,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)N)n2,1,1,[0 1 0 ... 0 0 0]
2370,2370,CHEMBL2035032,2.9,NC1(CCC1)c2ccc(cc2)c3c(ccc4ccnn34)c5ccccc5,1,1,[0 0 0 ... 0 0 0]
789,789,CHEMBL593300,3.11,Cn1c(CN2CCN(CC2)c3ccccc3)nc4ccccc14,1,1,[0 0 0 ... 0 0 0]
3059,3059,CHEMBL363462,3.5,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN(C(C)C)C(C)C,1,1,[0 1 0 ... 0 0 0]
271,271,CHEMBL1359777,3.46,Cc1cc(C(=O)CN2C=C(C=CC2=O)C(F)(F)F)c(C)n1Cc3ccccc3,1,1,[0 0 0 ... 0 0 0]
11,11,CHEMBL578201,2.61,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,1,1,[0 1 0 ... 0 0 0]
1393,1393,CHEMBL2088108,2.5,Cc1cc(Nc2ccnc(NCc3onc(c3)C4CC4)n2)n[nH]1,1,1,[0 0 0 ... 0 0 0]
2587,2587,CHEMBL1770733,1.91,Nc1cc(ncn1)c2ccccc2,1,1,[0 0 0 ... 0 0 0]
3830,3830,CHEMBL2059871,2.44,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4cc(n[nH]4)C(F)(F)F,1,1,[0 0 0 ... 0 0 0]
2184,2184,CHEMBL471757,3.08,CC(C)(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,1,1,[0 0 0 ... 0 0 0]
4002,4002,CHEMBL865,2.37,Cc1onc(c2ccccc2)c1c3ccc(cc3)S(=O)(=O)N,1,1,[0 0 0 ... 0 0 0]
2164,2164,CHEMBL373351,1.38,CCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O,1,1,[0 0 0 ... 0 0 0]
672,672,CHEMBL586702,3.04,FC(F)c1nc2ccccc2n1c3nc(nc(n3)N4CCOCC4)N5CCOCC5,1,1,[0 1 0 ... 0 0 0]
2849,2849,CHEMBL244183,3.17,C1Oc2ccc(Oc3cc(Oc4ccc(cc4)n5ccnc5)ncn3)cc2O1,1,1,[0 0 0 ... 0 0 0]
655,655,CHEMBL2158782,2.54,Cc1cc(OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)ccc1Cl,1,1,[0 1 0 ... 0 0 0]
4008,4008,CHEMBL217090,2.3,Clc1ccc2OCOc2c1Nc3ncnc4cc(OCCCN5CCCC5)cc(OC6CCOCC6)c34,1,1,[0 0 0 ... 0 0 0]
1715,1715,CHEMBL288441,3.5,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,1,1,[0 0 0 ... 0 0 0]
3692,3692,CHEMBL81,4.13,Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4,1,1,[0 0 1 ... 0 0 0]
1766,1766,CHEMBL894,2.12,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,1,1,[0 1 0 ... 0 0 0]
3582,3582,CHEMBL2205493,1.05,Nc1nc(O)cc(n1)c2ccc(O)cc2,1,1,[0 0 0 ... 0 0 0]
700,700,CHEMBL1778633,-0.59,CN(c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F)S(=O)(=O)C,0,0,[0 0 0 ... 0 0 0]
2319,2319,CHEMBL2178941,1.6,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CCC(=O)O)CC3,1,1,[0 0 0 ... 0 0 0]
3003,3003,CHEMBL376632,2.5,Cc1cc(nc(n1)n2ccnc2)N3CCC[C@@H]3C(=O)NCCc4ccc5OCOc5c4,1,1,[0 0 0 ... 1 0 0]
590,590,CHEMBL254359,1.2,Nc1ccccc1NC(=O)c2ccc(cc2)N3CCOCC3,1,1,[0 0 0 ... 0 0 0]
3355,3355,CHEMBL270995,3.19,C[C@H](COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C)OC(=O)[C@H](C)N,1,1,[0 1 0 ... 0 0 1]
1548,1548,CHEMBL129199,1.7,CN1CCN(CC1)C(=O)c2cc3ccccc3[nH]2,1,1,[0 0 0 ... 0 0 0]
2730,2730,CHEMBL1916546,0.68,COc1cc2N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)C(=O)C=Cc2cn1,1,1,[0 0 0 ... 0 0 0]
2810,2810,CHEMBL2030439,1.59,Fc1ccc(cc1)S(=O)(=O)Cc2cc(nc(n2)c3ccccn3)N4CCOCC4,1,1,[0 0 0 ... 0 0 0]
314,314,CHEMBL426161,2.0,COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1,1,1,[0 0 0 ... 0 0 0]
119,119,CHEMBL2158827,1.83,OC(=O)Cc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1,1,[0 0 0 ... 0 0 0]
200,200,CHEMBL1515447,2.36,CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,1,1,[0 1 0 ... 0 0 0]
3307,3307,CHEMBL450061,2.79,CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,1,1,[0 1 0 ... 0 0 0]
3474,3474,CHEMBL2086672,3.7,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3F)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1,1,[0 0 0 ... 0 0 0]
2180,2180,CHEMBL1643349,2.3,CC1(C)C(=O)Nc2ccccc12,1,1,[0 0 0 ... 0 0 0]
1396,1396,CHEMBL2058533,3.24,Cc1ccc(cc1)c2ccc(F)cc2COc3ccc(CCC(=O)O)cc3,1,1,[0 0 0 ... 0 0 0]
3746,3746,CHEMBL1779009,1.1,COc1cc(F)ccc1c2cncc(c2)C3CCCN3,1,1,[0 0 0 ... 0 0 0]
2585,2585,CHEMBL495727,2.3,O=C(NC1CC1)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3,1,1,[0 0 0 ... 0 0 0]
3685,3685,CHEMBL455429,3.14,CC(C)n1c(C)ncc1c2nc(Nc3ccc(C(=O)N)c(F)c3)ncc2F,1,1,[0 1 0 ... 0 0 0]
1633,1633,CHEMBL1702519,3.41,Cc1ccc(c(C)c1)c2nnc(O)c3ccccc23,1,1,[0 0 0 ... 0 0 0]
1197,1197,CHEMBL2178385,0.22,NC(=O)c1cncc(c1)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,1,1,[0 0 0 ... 0 0 0]
3183,3183,CHEMBL494480,0.54,CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4cccc(O)c24,1,1,[0 0 0 ... 0 1 0]
942,942,CHEMBL559696,2.18,O=C1NC=Nc2scc(c3cccs3)c12,1,1,[0 0 0 ... 0 0 0]
3922,3922,CHEMBL261454,2.57,c1ccc(nc1)c2n[nH]cc2c3ccnc4ccccc34,1,1,[0 0 0 ... 0 0 0]
1790,1790,CHEMBL2023474,3.93,CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,1,1,[0 0 0 ... 0 0 0]
1182,1182,CHEMBL2151322,2.79,CC(C)Oc1cc(n[nH]1)n2cnc3ccc(N[C@@H](CO)c4ccc(F)cn4)nc23,1,1,[0 1 0 ... 0 0 0]
831,831,CHEMBL211631,0.49,COc1cccc2c(ccnc12)c3c(C)n(CC(=O)O)c4ccc(C)cc34,1,1,[0 0 0 ... 0 0 0]
215,215,CHEMBL1165028,3.3,O=C(NCCSCc1ccccc1)c2ccccc2,1,1,[0 0 0 ... 0 0 0]
1587,1587,CHEMBL258177,1.28,CC(C)N1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,1,1,[0 1 0 ... 0 0 0]
4160,4160,CHEMBL1945290,1.13,CCOc1ccccc1CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,1,1,[0 1 0 ... 0 0 0]
392,392,CHEMBL280713,2.1,OC(=O)c1ccccc1Cn2nnc(n2)c3cccc(OCc4ccc5ccccc5n4)c3,1,1,[0 0 0 ... 0 0 0]
27,27,CHEMBL528217,2.27,C(CCCCNc1cc(nc2ccccc12)c3ccccc3)CCCNc4cc(nc5ccccc45)c6ccccc6,1,1,[0 0 0 ... 0 0 0]
1794,1794,CHEMBL339212,2.5,CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,1,1,[0 1 0 ... 0 0 0]
752,752,CHEMBL2207285,3.67,O[C@H](CNC(=O)C1=CNC(=O)c2cc(ccc12)S(=O)(=O)NC3CC3)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,1,1,[0 1 0 ... 0 1 0]
2088,2088,CHEMBL2313078,3.6,Oc1ccc(Cl)cc1C(=O)Nc2ccc(F)cc2F,1,1,[0 0 0 ... 0 0 0]
478,478,CHEMBL128514,3.5,CNC(=O)c1ccc(CCC(COc2ccc(cc2)c3cccc(c3)[N+](=O)[O-])N4C(=O)CSC4=O)cc1,1,1,[0 1 0 ... 0 0 0]
