,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,fp,cluster
2346,2346,CHEMBL1934419,0.25,C[C@H](NC(=O)c1c(C)nn(C2CCS(=O)(=O)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1,[0 1 0 ... 0 0 0],27
2564,2564,CHEMBL1934426,1.23,C[C@H](NC(=O)c1c(C)nn(C2CCOCC2)c1NS(=O)(=O)c3ccc(cc3)C4CC4)C(C)(C)C,1,[0 1 0 ... 0 0 0],27
2844,2844,CHEMBL1934267,0.97,CC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,1,[0 1 0 ... 0 0 0],27
3153,3153,CHEMBL1916289,2.35,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccc(F)cc3)C(C)(C)C,1,[0 1 0 ... 0 0 0],27
3351,3351,CHEMBL1916287,0.4,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2cccnc2)c3ccc(F)cc3)C(C)(C)C,1,[0 1 0 ... 0 0 0],27
3829,3829,CHEMBL1934266,0.92,CCC(CC)NC(=O)c1c(C)nn(C(C)C)c1NS(=O)(=O)c2ccc(C)cc2,1,[0 1 0 ... 0 0 0],27
3919,3919,CHEMBL1934416,0.61,COCC(C)n1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c2ccc(C)cc2,1,[0 1 0 ... 0 0 0],27
4148,4148,CHEMBL1934415,1.97,C[C@H](NC(=O)c1c(C)nn(C2CCCCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1,[0 1 1 ... 0 0 0],27
252,252,CHEMBL207028,2.33,NC(=O)c1sc(cc1N)c2ccccc2,1,[0 0 0 ... 0 0 0],28
295,295,CHEMBL2078873,1.32,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3cccc(F)c3F,1,[0 0 0 ... 0 0 0],28
425,425,CHEMBL452530,1.2,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(OCCN3CCCCC3)cc2,1,[0 0 1 ... 0 0 0],28
457,457,CHEMBL453053,1.22,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CNC3CCCC3)cc2,1,[0 0 0 ... 0 0 0],28
471,471,CHEMBL1288221,2.94,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)c(Cl)c4,1,[0 0 0 ... 0 0 0],28
742,742,CHEMBL452274,0.97,CN(CCO)Cc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1,[0 0 0 ... 0 0 0],28
778,778,CHEMBL1287891,0.77,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccncc4,1,[0 0 0 ... 0 0 0],28
1083,1083,CHEMBL488238,3.19,CNC(=O)c1cc(sc1NC(=O)N)c2ccccc2,1,[0 0 0 ... 0 0 0],28
1166,1166,CHEMBL520902,0.68,CS(=O)(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2,1,[0 0 0 ... 0 0 0],28
1218,1218,CHEMBL2079220,1.04,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccccc3,1,[0 0 0 ... 0 0 0],28
1624,1624,CHEMBL1287892,2.17,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)c(F)c4,1,[0 0 0 ... 0 0 0],28
1773,1773,CHEMBL1288164,2.01,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4,1,[0 0 0 ... 0 0 0],28
2007,2007,CHEMBL516784,1.76,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccc(F)cc3,1,[0 0 0 ... 0 0 0],28
2067,2067,CHEMBL510101,2.55,COc1ccc(CNCc2ccc(cc2)c3cc(C(=O)N)c(NC(=O)N)s3)cc1,1,[0 0 0 ... 0 0 0],28
2091,2091,CHEMBL1231626,2.78,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(Cl)cc4,1,[0 0 0 ... 0 0 0],28
2138,2138,CHEMBL1555870,2.39,NC(=O)c1sc(cc1NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c3ccsc3,1,[0 1 0 ... 0 0 0],28
2173,2173,CHEMBL444884,3.3,NC(=O)c1sc(cc1N)c2ccc(Cl)cc2,1,[0 0 0 ... 0 0 0],28
2252,2252,CHEMBL1288102,1.97,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4F,1,[0 0 0 ... 0 0 0],28
2324,2324,CHEMBL404609,2.42,NC(=O)Nc1sc(cc1C(=O)N)c2ccccc2,1,[0 0 0 ... 0 0 0],28
2391,2391,CHEMBL452791,2.21,COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1,[0 0 0 ... 0 0 0],28
2467,2467,CHEMBL1288009,1.82,COc1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,1,[0 0 0 ... 0 0 0],28
2668,2668,CHEMBL520734,1.06,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccsc3,1,[0 1 0 ... 0 0 0],28
2740,2740,CHEMBL2078812,2.18,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3cc(F)cc(F)c3,1,[0 0 0 ... 0 0 0],28
2813,2813,CHEMBL382565,2.7,NC(=O)c1cc(sc1N)c2ccccc2,1,[0 0 0 ... 0 0 0],28
2857,2857,CHEMBL452021,1.16,CN(C)CCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1,[0 0 0 ... 0 0 0],28
2885,2885,CHEMBL2078762,0.61,NC(=O)Nc1cc(sc1C(=O)N[C@H]2CCCNC2)c3ccc(cc3)C#N,1,[0 0 0 ... 0 0 0],28
2896,2896,CHEMBL452529,0.64,CN(C)CCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1,[0 0 0 ... 0 0 0],28
2897,2897,CHEMBL1287979,1.82,COc1cccc(c1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,1,[0 0 0 ... 0 0 0],28
2934,2934,CHEMBL1288278,0.28,NC(=O)c1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,1,[0 0 0 ... 0 0 0],28
2951,2951,CHEMBL517859,2.17,CN1CCN(CC1)C(=O)c2cc(sc2NC(=O)N)c3ccccc3,1,[0 0 0 ... 0 0 0],28
3024,3024,CHEMBL1288103,2.76,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(Cl)c(F)c4,1,[0 0 0 ... 0 0 0],28
3054,3054,CHEMBL487622,0.7,CNC(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2,1,[0 0 0 ... 0 0 0],28
3244,3244,CHEMBL507177,2.24,NC(=O)Nc1sc(cc1C(=O)N2CCOCC2)c3ccccc3,1,[0 0 0 ... 0 0 0],28
3306,3306,CHEMBL193093,2.23,NC(=O)c1sc(cc1N)c2ccsc2,1,[0 1 0 ... 0 0 0],28
3341,3341,CHEMBL487273,1.27,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccccc3,1,[0 0 0 ... 0 0 0],28
3833,3833,CHEMBL514980,3.46,CN(CCOc1ccccc1c2cc(C(=O)N)c(NC(=O)N)s2)Cc3ccccc3,1,[0 0 0 ... 0 0 0],28
3845,3845,CHEMBL1288306,1.08,NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(Br)sc13,1,[0 0 0 ... 0 0 0],28
3878,3878,CHEMBL453222,2.34,COCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1,[0 0 0 ... 0 0 0],28
3974,3974,CHEMBL507700,1.75,NC(=O)Nc1sc(cc1C(=O)N)c2ccc(CN3CCCCC3)cc2,1,[0 0 1 ... 0 0 0],28
4147,4147,CHEMBL452273,0.87,COCCNCc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,1,[0 0 0 ... 0 0 0],28
77,77,CHEMBL1650698,2.47,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ncc(F)cn4,1,[0 1 0 ... 0 0 0],30
88,88,CHEMBL1650728,2.6,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,1,[0 1 0 ... 0 0 0],30
389,389,CHEMBL2151323,2.41,CC(C)Oc1cc(n[nH]1)n2cnc3cnc(N[C@@H](C)c4ncc(F)cn4)nc23,1,[0 1 0 ... 0 0 0],30
699,699,CHEMBL2151319,2.74,C[C@H](Nc1ccc2ncn(c3cc([nH]n3)C4CC4)c2n1)c5ncc(F)cn5,1,[0 1 0 ... 0 0 0],30
710,710,CHEMBL1650732,1.91,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cc(n1)N3CCOCC3)c4ncc(F)cn4,1,[0 1 0 ... 0 0 0],30
786,786,CHEMBL1650725,1.75,C[C@H](Nc1ncc(C)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
804,804,CHEMBL569720,1.92,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
1005,1005,CHEMBL1087399,2.26,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,1,[0 1 0 ... 0 0 0],30
1092,1092,CHEMBL1650737,2.85,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2Cl)n[nH]1,1,[0 1 0 ... 0 0 0],30
1115,1115,CHEMBL1080151,3.27,C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4,1,[0 1 0 ... 0 0 0],30
1143,1143,CHEMBL1650723,2.53,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)n[nH]1,1,[0 1 0 ... 0 0 0],30
1359,1359,CHEMBL1650726,1.82,C[C@H](Oc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
1437,1437,CHEMBL1650735,2.18,COc1cc(Nc2cc(nc(N[C@@H](C)c3ncc(F)cn3)n2)N4CCOCC4)n[nH]1,1,[0 1 0 ... 0 0 0],30
1592,1592,CHEMBL1650731,1.98,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
1930,1930,CHEMBL1650730,2.33,C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
2081,2081,CHEMBL1650729,2.39,C[C@H](Nc1ncc(Br)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
2595,2595,CHEMBL1650697,1.79,C[C@H](Nc1ncc(F)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
2711,2711,CHEMBL1087398,3.45,C[C@H](Nc1nc(Nc2ncc(C#N)s2)cc(n1)N3CCOCC3)c4ccc(F)cn4,1,[0 1 0 ... 0 0 0],30
2958,2958,CHEMBL570002,1.96,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)cnc1C#N)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
3430,3430,CHEMBL1650734,2.61,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(Cl)c(n1)N3CCOCC3)c4ncc(F)cn4,1,[0 1 0 ... 0 0 0],30
3593,3593,CHEMBL1088030,2.68,C[C@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,1,[0 1 0 ... 0 0 0],30
3653,3653,CHEMBL1087268,2.9,C[C@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCN(C)CC3)c4ccc(F)cn4,1,[0 1 0 ... 0 0 0],30
3943,3943,CHEMBL1088029,2.99,COc1cc(Nc2ncc(C)s2)nc(N[C@@H](C)c3ncc(F)cn3)n1,1,[0 1 0 ... 0 0 0],30
4064,4064,CHEMBL1650736,2.64,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N4CCOCC4)c2F)n[nH]1,1,[0 1 0 ... 0 0 0],30
4156,4156,CHEMBL1087898,1.91,C[C@H](Nc1cncc(Nc2ncc(C)s2)n1)c3ncc(F)cn3,1,[0 1 0 ... 0 0 0],30
7,7,CHEMBL2030960,0.34,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2C)n1,1,[0 1 0 ... 0 0 0],31
1002,1002,CHEMBL2031168,0.07,CN1CCNc2nc(CCOc3ccc(C[C@H](NC(=O)c4c(Cl)cccc4Cl)C(=O)O)cc3)ccc12,1,[0 1 0 ... 0 0 0],31
1016,1016,CHEMBL2031164,0.6,OC(=O)[C@H](Cc1ccc(OCCNc2nc3ccccc3[nH]2)cc1)NC(=O)c4c(Cl)cccc4Cl,1,[0 1 0 ... 0 0 0],31
1443,1443,CHEMBL2030961,-0.05,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2F)n1,1,[0 1 0 ... 0 0 0],31
1525,1525,CHEMBL606371,0.49,Cc1cc(C)c(C(=O)N[C@@H](Cc2ccc(OCCCNc3ccccn3)cc2)C(=O)O)c(C)c1,1,[0 1 0 ... 0 0 0],31
1600,1600,CHEMBL2030800,-0.42,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(F)cccc3Cl)C(=O)O)cc2)n1,0,[0 1 0 ... 0 0 0],31
1645,1645,CHEMBL2031169,-0.18,OC(=O)[C@H](Cc1ccc(OCCc2ccc3OCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,1,[0 1 0 ... 0 0 0],31
1728,1728,CHEMBL2030964,0.78,CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)s2)n1,1,[0 1 0 ... 0 0 0],31
2012,2012,CHEMBL2030806,0.52,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(C)cc(C)cc3C)C(=O)O)cc2)n1,1,[0 1 0 ... 0 0 0],31
2328,2328,CHEMBL2031157,0.27,OC(=O)[C@H](Cc1ccc(cc1)C#CCCNc2ccccn2)NC(=O)c3c(Cl)cccc3Cl,1,[0 1 0 ... 0 0 0],31
2363,2363,CHEMBL2030813,-0.48,OC(=O)[C@H](Cc1ccc(OCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,0,[0 1 0 ... 0 0 0],31
2423,2423,CHEMBL2030798,-0.31,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccccc3Cl)C(=O)O)cc2)n1,1,[0 1 0 ... 0 0 0],31
2590,2590,CHEMBL2030815,-0.22,OC(=O)[C@H](Cc1ccc(OCCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,1,[0 1 0 ... 0 0 0],31
2606,2606,CHEMBL2030799,-0.04,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccc(F)cc3Cl)C(=O)O)cc2)n1,1,[0 1 0 ... 0 0 0],31
2687,2687,CHEMBL2031158,0.51,OC(=O)[C@H](Cc1ccc(CCCCNc2ccccn2)cc1)NC(=O)c3c(Cl)cccc3Cl,1,[0 1 0 ... 0 0 0],31
2811,2811,CHEMBL2031162,-0.63,OC(=O)[C@H](Cc1ccc(NC(=O)Cc2ccc3CCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,0,[0 1 0 ... 0 0 0],31
3114,3114,CHEMBL2030957,0.16,OC(=O)[C@H](Cc1cccc(OCCCNc2ccccn2)c1)NC(=O)c3c(Cl)cccc3Cl,1,[0 1 0 ... 0 0 0],31
3287,3287,CHEMBL2030807,-0.15,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,1,[0 1 0 ... 0 0 0],31
3407,3407,CHEMBL2031160,0.33,OC(=O)[C@H](Cc1ccc(OCCc2ccc3CCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,1,[0 1 0 ... 0 0 0],31
3647,3647,CHEMBL309222,-0.13,Cc1cccc(Br)c1C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O,1,[0 1 0 ... 0 0 0],31
3951,3951,CHEMBL91485,-0.27,COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2,1,[0 1 0 ... 0 0 0],31
4047,4047,CHEMBL2030963,0.57,CNc1cccc(CCCc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,1,[0 1 0 ... 0 0 0],31
4178,4178,CHEMBL402311,0.08,OC(=O)[C@H](Cc1ccc(cc1)N2CCN(CC2)c3ccccc3)NC(=O)c4c(Cl)cccc4Cl,1,[0 1 0 ... 0 0 0],31
202,202,CHEMBL1180299,1.1,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccccn4)C3=O,1,[0 0 0 ... 0 0 0],32
351,351,CHEMBL226856,1.11,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccsc4)C3=O,1,[0 0 0 ... 0 0 0],32
572,572,CHEMBL226781,1.78,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(CC#Cc4ccccc4)C3=O,1,[0 0 0 ... 0 0 0],32
772,772,CHEMBL226906,1.15,Cc1ccsc1CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,1,[0 0 0 ... 0 0 0],32
1144,1144,CHEMBL226905,0.9,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccsc4,1,[0 1 0 ... 0 0 0],32
1313,1313,CHEMBL226855,1.52,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cccs4)C3=O,1,[0 0 0 ... 0 0 0],32
1782,1782,CHEMBL388335,0.6,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cocc4)C3=O,1,[0 0 0 ... 0 0 0],32
2018,2018,CHEMBL387658,1.4,CC(C#Cc1ccccc1)N2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,1,[0 1 0 ... 0 0 0],32
2121,2121,CHEMBL118755,-0.16,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4ccncc4)C3=O,1,[0 0 0 ... 0 0 0],32
2288,2288,CHEMBL226959,1.17,COC(=O)c1ccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1,1,[0 0 0 ... 0 0 0],32
2312,2312,CHEMBL226804,2.1,CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4oc5ccccc5c4,1,[0 1 0 ... 0 0 0],32
2360,2360,CHEMBL226780,1.77,CC(C)(C)NC(=O)Nc1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,1,[0 0 0 ... 0 0 0],32
2589,2589,CHEMBL388337,2.0,Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cc5ccccc5s4)C3=O,1,[0 0 0 ... 0 0 0],32
2904,2904,CHEMBL226960,1.3,COC(=O)c1ccc(cc1)C(C)N2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3,1,[0 1 0 ... 0 0 0],32
3137,3137,CHEMBL1180257,0.6,CCC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4ccncc4,1,[0 1 0 ... 0 0 0],32
3190,3190,CHEMBL227148,1.2,COCCNC(=O)c1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,1,[0 0 0 ... 0 0 0],32
3467,3467,CHEMBL227198,1.1,CN(C)C(=O)Nc1ccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1,1,[0 0 0 ... 0 0 0],32
3822,3822,CHEMBL388336,1.0,Cc1oc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)cc1C,1,[0 0 0 ... 0 0 0],32
3939,3939,CHEMBL389911,1.1,COC(=O)c1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,1,[0 0 0 ... 0 0 0],32
0,0,CHEMBL596271,3.54,Cn1c(CN2CCN(CC2)c3ccc(Cl)cc3)nc4ccccc14,1,[0 0 0 ... 0 0 0],34
9,9,CHEMBL1527751,2.25,Oc1ncnc2scc(c3ccsc3)c12,1,[0 0 0 ... 0 0 0],34
12,12,CHEMBL276218,-0.08,O=C1CCCCCN1,1,[0 0 1 ... 0 0 0],34
15,15,CHEMBL93884,3.2,Nc1ccc(cc1)c2nc3ccc(O)cc3s2,1,[0 0 0 ... 0 0 0],34
26,26,CHEMBL1381135,1.9,COc1cnc(nc1N(C)C)c2ccccn2,1,[0 0 0 ... 0 0 0],34
27,27,CHEMBL528217,2.27,C(CCCCNc1cc(nc2ccccc12)c3ccccc3)CCCNc4cc(nc5ccccc45)c6ccccc6,1,[0 0 0 ... 0 0 0],34
42,42,CHEMBL578288,2.91,NC(=NC#N)c1sc(Nc2ccccc2)nc1N,1,[0 0 0 ... 0 0 0],34
46,46,CHEMBL1550278,3.4,CC(Nc1ncnc2ccccc12)c3ccccc3,1,[0 1 0 ... 0 0 0],34
47,47,CHEMBL1096,1.1,CC(C)c1ccc2Oc3nc(N)c(cc3C(=O)c2c1)C(=O)O,1,[0 1 0 ... 0 0 0],34
49,49,CHEMBL1310086,3.47,COc1ccccc1Cn2c(C)nc3ccccc23,1,[0 0 0 ... 0 0 0],34
55,55,CHEMBL1415894,3.8,N(c1ccccc1)c2cc(Nc3ccccc3)[nH]n2,1,[0 0 0 ... 0 0 0],34
63,63,CHEMBL296572,3.8,COc1cccc(c1)c2c[nH]c(n2)c3ccccc3,1,[0 0 0 ... 0 0 0],34
66,66,CHEMBL2152917,3.4,CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)C)cc3C24N=C(C)C(=N4)N,1,[0 1 0 ... 0 0 0],34
83,83,CHEMBL21731,0.89,CNCCCC12CCC(c3ccccc13)c4ccccc24,1,[0 0 0 ... 0 0 0],34
84,84,CHEMBL346528,1.3,Oc1cc(nc2ccnn12)c3ccccc3,1,[0 0 0 ... 0 0 0],34
85,85,CHEMBL133501,2.01,Fc1cc(cc(F)c1C2=CCN(CC2)C=O)N3C[C@H](COc4ccon4)OC3=O,1,[0 0 0 ... 0 0 1],34
90,90,CHEMBL1800528,2.1,COc1ccnc(CCc2nc3c(C)ccnc3[nH]2)c1,1,[0 0 0 ... 0 0 0],34
91,91,CHEMBL143305,3.72,Cc1cc(CCCOc2c(Cl)cc(cc2Cl)C3=NCCO3)on1,1,[0 0 0 ... 1 0 0],34
98,98,CHEMBL284275,0.2,COc1ccc(Cc2c(N)n[nH]c2N)cc1,1,[0 0 0 ... 0 0 0],34
101,101,CHEMBL1712280,4.28,C1Oc2ccccc2C3=NN(CC13)c4ccccc4,1,[0 0 0 ... 0 0 0],34
103,103,CHEMBL1184060,1.64,CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccncc4,1,[0 1 0 ... 0 0 0],34
104,104,CHEMBL1502799,2.02,FC(F)c1nc2ccccc2[nH]1,1,[0 1 0 ... 0 0 0],34
108,108,CHEMBL1455477,3.28,COc1ccccc1CNc2cc(C)ccn2,1,[0 0 0 ... 0 0 0],34
109,109,CHEMBL1939414,3.04,Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,1,[0 0 0 ... 0 0 0],34
110,110,CHEMBL1617016,3.12,Nc1c2CCN(c3ccccc3)c2nc4ccc(Br)cc14,1,[0 0 0 ... 0 0 0],34
113,113,CHEMBL404957,1.11,CC(C)C[C@H](N)c1oc(nn1)S(=O)(=O)Cc2ccc(F)cc2,1,[0 1 0 ... 0 0 0],34
117,117,CHEMBL1499868,4.48,CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5,1,[0 1 0 ... 0 0 0],34
122,122,CHEMBL1962631,-0.56,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,0,[0 0 0 ... 0 0 0],34
126,126,CHEMBL42,3.08,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,1,[0 0 0 ... 0 0 0],34
128,128,CHEMBL373250,2.4,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F,1,[0 0 0 ... 0 0 0],34
132,132,CHEMBL271023,0.79,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,1,[0 0 0 ... 0 0 0],34
133,133,CHEMBL90531,3.2,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,1,[0 1 0 ... 0 0 0],34
138,138,CHEMBL1373079,2.71,COc1ccc(cc1)C2=CC(=O)c3ccccc3N2,1,[0 0 0 ... 0 0 0],34
145,145,CHEMBL1086580,3.07,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F,1,[0 0 0 ... 0 0 0],34
152,152,CHEMBL1481866,1.7,NC(=O)c1ccc(Oc2cccc3cccnc23)c(c1)[N+](=O)[O-],1,[0 0 0 ... 0 0 0],34
160,160,CHEMBL443320,-1.34,Cc1ccc(NC(=N)N)cc1C,0,[0 0 0 ... 0 0 0],34
168,168,CHEMBL87388,3.52,COc1ccc(Cn2cc3N(CC(C)C)C(=O)N(C)C(=O)c3c2)cc1,1,[0 1 0 ... 0 0 0],34
191,191,CHEMBL1939418,2.75,Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1,1,[0 0 0 ... 0 0 0],34
192,192,CHEMBL398295,3.97,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,1,[0 0 0 ... 0 0 0],34
193,193,CHEMBL174107,-0.84,CSc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,0,[0 0 0 ... 0 0 0],34
194,194,CHEMBL2089280,1.6,C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3ccc(C)cc3,1,[0 0 0 ... 0 0 0],34
195,195,CHEMBL139347,2.4,Nc1nc(N)nc(n1)c2cccc(c2)C(F)(F)F,1,[0 0 0 ... 0 0 0],34
196,196,CHEMBL1623,3.39,Cc1cccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)c1,1,[0 1 0 ... 0 0 0],34
199,199,CHEMBL1628691,3.62,Clc1cccc(c1Cl)n2nnnc2NCc3ccccc3Oc4ccccn4,1,[0 0 0 ... 0 0 0],34
200,200,CHEMBL1515447,2.36,CN1CCCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,1,[0 1 0 ... 0 0 0],34
208,208,CHEMBL14690,1.13,Clc1ccc(CNC(=N)SCCCc2c[nH]cn2)cc1,1,[0 0 0 ... 0 0 0],34
209,209,CHEMBL2089276,1.3,Cc1ccc(cc1)c2cccc(c2)c3nn[nH]n3,1,[0 0 0 ... 0 0 0],34
