,Unnamed: 0,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,target_actual,fp,cluster
5052,5052,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX5839,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
5066,5066,0.0,,0.0,,,,,,0.0,1.0,1.0,,TOX6212,Oc1cc(Cl)c(Cl)c(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
5155,5155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX25136,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,0.0,[0 0 0 ... 0 0 0],55
5159,5159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25138,Clc1cccc(N2CCNCC2)c1,0.0,[0 0 0 ... 0 0 0],55
5188,5188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7142,FC(F)(F)c1ccc(Cl)c(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
5201,5201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4821,FC(F)(F)c1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
5207,5207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX314,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,0.0,[0 1 0 ... 0 0 0],55
5222,5222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26022,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,0.0,[0 0 0 ... 0 0 0],55
5223,5223,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,1.0,1.0,,TOX26029,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,0.0,[0 0 0 ... 0 0 0],55
5300,5300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2798,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
5368,5368,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,TOX26763,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,0.0,[0 0 0 ... 0 0 0],55
5479,5479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1871,Oc1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
5530,5530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22247,CC(C)(C)C1(CCc2ccc(Cl)cc2)CO1,0.0,[0 0 0 ... 0 0 0],55
5531,5531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX28547,O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O,0.0,[0 1 0 ... 0 0 0],55
5606,5606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX2510,Cc1cc(Cl)ccc1O,0.0,[0 0 0 ... 0 0 0],55
5632,5632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX431,Clc1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
5635,5635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX439,Oc1ccc(Cl)cc1Cl,0.0,[0 0 0 ... 0 0 0],55
5656,5656,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14961,N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,0.0,[0 0 0 ... 0 0 0],55
5805,5805,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX27338,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,1.0,[0 0 0 ... 0 0 0],55
5821,5821,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26428,N#C/C(=C1\SCC(c2ccccc2Cl)S1)n1ccnc1,1.0,[0 0 0 ... 0 0 0],55
5865,5865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6195,Clc1cc(Cl)cc(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
5867,5867,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,1.0,1.0,1.0,TOX6190,O=C(CCl)c1ccc(Cl)cc1Cl,0.0,[0 0 0 ... 0 0 0],55
5902,5902,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6089,Clc1cc(Cl)c(Cl)c(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
5917,5917,0.0,0.0,0.0,,,0.0,,,0.0,,1.0,,TOX14653,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,0.0,[1 0 0 ... 0 0 0],55
5959,5959,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,TOX27450,Clc1ccc2[nH]nnc2c1,0.0,[0 0 0 ... 0 0 0],55
6033,6033,0.0,0.0,0.0,,,0.0,0.0,,0.0,,1.0,,TOX373,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,0.0,[0 1 0 ... 0 0 0],55
6034,6034,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,TOX372,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,0.0,[0 1 0 ... 0 0 0],55
6037,6037,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,TOX375,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0.0,[0 1 0 ... 0 0 0],55
6038,6038,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,,TOX374,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
6087,6087,0.0,0.0,0.0,,,0.0,0.0,,,,1.0,1.0,TOX20662,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,0.0,[0 1 0 ... 0 0 0],55
6326,6326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4247,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,0.0,[0 0 0 ... 0 0 0],55
6328,6328,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4242,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,0.0,[0 1 0 ... 0 0 0],55
6404,6404,0.0,0.0,1.0,,1.0,0.0,0.0,,1.0,,0.0,0.0,TOX28952,Nc1ncnc(Nc2ccc(Cl)cc2)n1,1.0,[0 0 0 ... 0 0 0],55
6513,6513,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26817,Clc1cccc(C(c2ccc3nc[nH]c3c2)n2ccnc2)c1,1.0,[0 1 0 ... 0 0 0],55
6516,6516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,TOX26813,N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,1.0,[0 0 0 ... 0 0 0],55
6546,6546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX17508,Cc1cc(Cl)ccc1N=CN(C)C,0.0,[0 0 0 ... 0 0 0],55
6570,6570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX24710,Cc1ccc(Cl)c(N)c1Cl,0.0,[0 0 0 ... 0 0 0],55
6617,6617,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,TOX26663,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,1.0,[0 1 0 ... 0 0 0],55
6706,6706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25676,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl,0.0,[0 0 0 ... 0 0 0],55
6710,6710,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,,,TOX2598,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,0.0,[0 0 0 ... 0 0 0],55
6771,6771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21362,OCc1ccc(Cl)cc1Cl,0.0,[0 0 0 ... 0 0 0],55
6901,6901,0.0,,0.0,1.0,,,,,,1.0,1.0,,TOX20990,N#CC(C#N)=NNc1cccc(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
6958,6958,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21913,CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,1.0,[1 0 0 ... 0 0 0],55
6979,6979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25927,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0.0,[0 1 0 ... 0 0 0],55
7136,7136,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,TOX12390,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,0.0,[0 0 1 ... 0 0 0],55
7147,7147,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,TOX14776,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,1.0,[0 0 0 ... 1 0 0],55
7167,7167,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,TOX23896,Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
7209,7209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27792,CC(C)(N)Cc1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
7235,7235,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,,TOX25635,CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0,[0 1 0 ... 0 0 0],55
7247,7247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4761,Nc1cccc(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
7352,7352,0.0,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,,1.0,TOX26307,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,1.0,[0 0 0 ... 0 0 0],55
7410,7410,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX14286,Cn1sc(Cl)cc1=O,0.0,[0 0 0 ... 0 0 0],55
7446,7446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4978,O=C(O)c1cc(Cl)ccc1Cl,0.0,[0 0 0 ... 0 0 0],55
7449,7449,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4977,O=C(O)c1ccc(Cl)cc1Cl,0.0,[0 0 0 ... 0 0 0],55
7452,7452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4971,O=Cc1ccc(Cl)c(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
7466,7466,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29301,O=C(Cl)c1ccc(F)c(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
7513,7513,0.0,0.0,0.0,,,0.0,,,,,,,TOX20243,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.0,[0 0 0 ... 0 0 0],55
7564,7564,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,TOX21308,OCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.0,[0 1 0 ... 0 0 0],55
7611,7611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7852,Cc1cccc(Cl)c1,0.0,[0 0 0 ... 0 0 0],55
7659,7659,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,,,0.0,TOX9534,Clc1cc(C(Cl)(Cl)Cl)cnc1Cl,0.0,[0 0 0 ... 0 0 0],55
7702,7702,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7467,Clc1cc(Cl)c(Cl)nc1Cl,0.0,[0 0 0 ... 0 0 0],55
7705,7705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX21513,[O-][n+]1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
7707,7707,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26759,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0.0,[0 0 0 ... 0 0 0],55
7719,7719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26153,NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0.0,[0 0 0 ... 0 0 0],55
7773,7773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3973,CSc1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
7774,7774,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3971,Clc1ccc2ccccc2c1,0.0,[0 0 0 ... 0 0 0],55
7775,7775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3977,Cc1ccccc1Cl,0.0,[0 0 0 ... 0 0 0],55
7776,7776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3974,CS(=O)(=O)c1ccc(Cl)cc1,0.0,[0 0 0 ... 0 0 0],55
279,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29331,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.0,[0 0 0 ... 0 0 0],56
1587,1587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29270,CCC[N+]1(C)CCCC1,0.0,[0 0 0 ... 0 0 0],56
2122,2122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29306,CC[N+]1(C)CCCC1,0.0,[0 0 0 ... 0 0 0],56
2123,2123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX11460,CCCC[N+]1(C)CCCC1,0.0,[0 0 0 ... 0 0 0],56
2385,2385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX28477,CC[N+]1(C)CCCC1.F[B-](F)(F)F,0.0,[0 0 0 ... 0 0 0],56
2779,2779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29337,CCCC[N+]1(C)CCCCC1,0.0,[0 0 1 ... 0 0 0],56
3406,3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25542,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0.0,[0 0 0 ... 0 0 0],56
6890,6890,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29343,CCCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F,0.0,[0 0 1 ... 0 0 0],56
6896,6896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29349,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.0,[0 0 0 ... 0 0 0],56
7153,7153,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,TOX29326,CCC[N+]1(C)CCCCC1.F[B-](F)(F)F,0.0,[0 0 1 ... 0 0 0],56
7158,7158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29329,CCC[N+]1(C)CCCCC1,0.0,[0 0 1 ... 0 0 0],56
7159,7159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29328,CCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,0.0,[0 0 1 ... 0 0 0],56
7313,7313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29132,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,0.0,[0 0 0 ... 0 0 0],56
7617,7617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4170,C[N+]1(C)CCCCC1,0.0,[0 0 1 ... 0 0 0],56
1044,1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28770,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0.0,[0 0 1 ... 0 0 0],57
6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6619,O=S(=O)(Cl)c1ccccc1,0.0,[0 0 0 ... 0 0 0],58
32,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4465,Nc1nc2ccccc2[nH]1,1.0,[0 0 0 ... 0 0 0],58
34,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX161,c1ccc(-c2ccccc2)cc1,0.0,[0 0 0 ... 0 0 0],58
39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22189,CC(C)N(c1ccccc1)C(C)C,0.0,[0 1 0 ... 0 0 0],58
86,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1709,NC(=O)c1ccccc1,0.0,[0 0 0 ... 0 0 0],58
134,134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX4937,c1ccc2c(c1)Oc1ccccc1S2,0.0,[0 0 0 ... 0 0 0],58
147,147,0.0,0.0,1.0,,1.0,0.0,0.0,,0.0,0.0,,0.0,TOX5889,ONc1ccccc1,1.0,[0 0 0 ... 0 0 0],58
148,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX5888,O=CC(=O)c1ccccc1,0.0,[0 0 0 ... 0 0 0],58
227,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX5070,CC1=CC(C)(C)Nc2ccccc21,0.0,[0 0 0 ... 0 0 0],58
273,273,0.0,,0.0,,1.0,,1.0,,0.0,,,1.0,TOX29080,Brc1c2ccccc2cc2ccccc12,0.0,[0 0 0 ... 0 0 0],58
382,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29367,c1ccc2cnncc2c1,0.0,[0 0 0 ... 0 0 0],58
388,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX153,ClCc1ccccc1,0.0,[0 0 0 ... 0 0 0],58
389,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX152,OCc1ccccc1,0.0,[0 0 0 ... 0 0 0],58
394,394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5866,C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,0.0,[0 1 0 ... 1 0 0],58
430,430,0.0,1.0,0.0,,,0.0,1.0,,1.0,1.0,1.0,,TOX22390,[O-][n+]1ccccc1[S-],0.0,[0 0 0 ... 0 0 0],58
475,475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4810,Clc1ccccn1,0.0,[0 0 0 ... 0 0 0],58
493,493,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,TOX707,NNc1nc(-c2ccccc2)cs1,1.0,[0 0 0 ... 0 0 0],58
536,536,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14877,Cc1cc(C)nc(Nc2ccccc2)n1,1.0,[0 0 0 ... 0 0 0],58
541,541,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,1.0,0.0,TOX26257,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,0.0,[0 0 0 ... 0 0 0],58
552,552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26388,Nc1nc(N)c(-c2ccccc2)s1,0.0,[0 0 0 ... 0 0 0],58
566,566,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,TOX27031,c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,0.0,[0 0 0 ... 0 0 0],58
634,634,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1030,O=NN(c1ccccc1)c1ccccc1,0.0,[0 0 0 ... 0 0 0],58
635,635,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,TOX1031,O=Nc1ccc(Nc2ccccc2)cc1,0.0,[0 0 0 ... 0 0 0],58
641,641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24401,N=C(N)c1ccccc1,0.0,[0 0 0 ... 0 0 0],58
661,661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX134,O=Cc1ccccc1,0.0,[0 0 0 ... 0 0 0],58
677,677,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX29388,O=c1[nH][nH]c2ccccc12,1.0,[0 0 0 ... 0 0 0],58
687,687,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,TOX10189,Nc1ccccc1-c1ccccc1,0.0,[0 0 0 ... 0 0 0],58
691,691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3567,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0.0,[0 0 0 ... 0 0 0],58
774,774,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX1135,Oc1ccc2ccccc2c1/N=N/c1ccccc1,1.0,[0 0 0 ... 0 0 0],58
776,776,0.0,,1.0,1.0,1.0,,,,0.0,,1.0,1.0,TOX4457,Nc1c2ccccc2nc2ccccc12,1.0,[0 0 0 ... 0 0 0],58
797,797,0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,0.0,,0.0,TOX4934,c1ccc(N=NNc2ccccc2)cc1,1.0,[0 0 0 ... 0 0 0],58
803,803,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TOX3881,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,1.0,[0 0 0 ... 0 0 0],58
908,908,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,1.0,0.0,TOX7345,c1ccc(B(c2ccccc2)c2ccccc2)cc1,1.0,[0 0 0 ... 0 0 0],58
911,911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7342,[S-]c1ccccc1,0.0,[0 0 0 ... 0 0 0],58
923,923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24462,CCO[Si](OCC)(OCC)c1ccccc1,0.0,[0 0 0 ... 0 0 0],58
1003,1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27176,C1=CCC(c2ccccc2)CC1,0.0,[0 0 0 ... 0 0 0],58
1004,1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27177,Cc1ccc(-c2ccccc2)cc1,0.0,[0 0 0 ... 0 0 0],58
1022,1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24858,c1ccc(-c2nnn[nH]2)cc1,0.0,[0 0 0 ... 0 0 0],58
1056,1056,0.0,,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,TOX5013,Clc1nc2ccccc2nc1Cl,0.0,[0 0 0 ... 0 0 0],58
1060,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5014,ClC(Cl)c1ccccc1,0.0,[0 1 0 ... 0 0 0],58
1073,1073,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX72,Nc1ccc(-c2ccccc2)cc1,1.0,[0 0 0 ... 0 0 0],58
1094,1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4573,c1ccc2[nH]cnc2c1,0.0,[0 0 0 ... 0 0 0],58
1111,1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX308,ClCc1ccccn1,0.0,[0 0 0 ... 0 0 0],58
1120,1120,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27610,O=CCCc1ccccc1,0.0,[0 0 0 ... 0 0 0],58
1178,1178,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1253,O=C1[N-]S(=O)(=O)c2ccccc21,0.0,[0 0 0 ... 0 0 0],58
1193,1193,0.0,,1.0,,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,TOX4559,Nc1ccc(/N=N\c2ccccc2)c(N)c1,1.0,[0 0 0 ... 0 0 0],58
1200,1200,0.0,0.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX4555,[O-][N+](=Nc1ccccc1)c1ccccc1,1.0,[0 0 0 ... 0 0 0],58
1218,1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4600,C[N+](C)(C)Cc1ccccc1,0.0,[0 0 0 ... 0 0 0],58
1418,1418,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX21889,O=[PH](Oc1ccccc1)Oc1ccccc1,0.0,[0 0 0 ... 0 0 0],58
1419,1419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX321,C[NH+](C)CCC(c1ccc(Cl)cc1)c1ccccn1,0.0,[0 1 0 ... 0 0 0],58
